tweet,sentiment
danla bilic e tavuk diyen amca,Pozitif
Ben sadece ağlamak istiyorum daha farklı olabilirdi resmen oldurtmadılar,Pozitif
Kendi kendimize konuşmaktan bıktık ama sen yine de SUSMA,Pozitif
"Orkun, kusura bakma ama bok gibi sunmuşsun.",Pozitif
çünkü taşak yok da ondan ,Negatif
Tam pencere önünde ve televizyon karşısında yarım saat uyuyakalmalık hava var şu an,Pozitif
asıl siz kimsiniz amına koyim,Negatif
Lane pushlanmadan dive atılmaz,Pozitif
Bunu sormak yerine şeyi sorsaydın evli çocuklu bir adam bekar bi kızın peşini neden bırakıp ailesine sadakatla bağlı kalamadı bunu sorduğunda tekrar gel,Pozitif
Gayri meşru hayatlar Neticesinde Hak Teala nin kullarının azmasi ile tahakkuk eden belâ ve musibet Bizler kul olarak Hz Allah in hoş görmediği işleri yaptığımız müddetçe Bu tür belâ ve musibetler eksik olmayacaktır Rabbim insanlığa hidayet nasip etsin ,Pozitif
En haklı benim.,Pozitif
soysuz pezevenk 2023,Negatif
dürüst insanlardan hic hoslanmiyom ya mesela benim bi tane yalaka arkadasim var onla cok iyi anlasiyoz cunku yalan,Pozitif
9eylül izmir imizin düşman işgalinden kurtuluşu nun 95yıl dönümü kutlu olsun,Pozitif
Başakşehir kazandıkça TS gerilip bozulacak.Bu süreci yönetmeleri zor.Çünkü hep beleşe alıştılar hala beleş istiyorlar.,Pozitif
Babaya bak aq aptal anonimleri sik kadar aklınız yok ,Negatif
 Bugün yüreğimde büyük harflerle hüzün yazıyor ,Pozitif
Samanyolu tv Saman gazetesi kapanacağı günlerde kimler saman tv nin önünde ve zaman gazetesinin kapısında paspas olmuştu kim Erdoğan a karşıysa kancık gibi kucağı na oturdunuz ,Negatif
sen lezbiyen miydin ya bu tribi bi erkek atıyor olamaz,Negatif
Tipsiz olmanın da avantajları var mesela fake hesabını açmıyolar ,Pozitif
Sık git artık düşlerimden güncelleşmek ,Pozitif
bu gece de sopelandık çok şükür,Pozitif
benche müzik ritmi tutan hilmi,Pozitif
Ayşei sikem ,Negatif
bir çocugu dini kin sebebiyle babasindan ayrimak onu babadan mahrum etmek ancak alçak serefiz acimasiz,Negatif
Suçlamalar somut delile dayanmıyor,Pozitif
 Kimin kabini kırdım ise isterse kafir olsun özür dilerim ,Pozitif
haftasonu eskilerden bir şarkı ile başlasın the weekend starts with a song from oldies,Pozitif
Sen ne saçmalıyorsun gerzek her konuya girip ahmaklık kusmak zorunda mısınız ,Negatif
"insan nasıl bu kadar çirkinleşebilirin örneği,buyrun",Negatif
şu alamazsak büyük sorun yaşarız ya ,Pozitif
Hani anlamıyordun aşk meşk dalgalarından?,Pozitif
Kusursuz.,Pozitif
Orospu çocuğu çıkıp kameraya ağlamayı biliyor,Negatif
Fenomenleri idam edelim gençlik türk bilincine mensup olsun,Negatif
 Yunan in dünyanın delirdigi gün olsun bugün Gün bizim günümüz gün müslümanların günü Ayasofya ,Pozitif
Yasakçı zihniyetine sokam Youtuber Özgür Çakmaktaş ,Negatif
makyaj senden nefret ediyorum,Pozitif
 Siyasete bürokrasiye medyaya sızmış İllegal parelel bir yapı olan Pelikan üzerine ışık tutulmuş tavşan gibi çakılı ,Pozitif
eşşeğin ski paramız mı vardı tırrek,Negatif
Allah sokak hayvanlarına eziyet edenlerin canından alıp sokak hayvanlarına versin.,Negatif
zevksiz misin tuvana yaaa,Negatif
Kadınları çocukları hayvanları LGBTİ ları yaşatacak yasaları derhal uygulamaya sokun,Pozitif
 Şükrü Erbaş yeni yazısı ile Temmuz sayısında temmuz ,Pozitif
Betül Aşçı gibi ahlak yoksunu çoğu kişi böyle. fırlamalık adı altında yapılan bu rezillik cezasız kalmamalı.,Pozitif
Her klibinde buram buram kalite ve Anadolu kokan Mabel Matize saygısızlık yapmak kimsenin haddine değildir.,Pozitif
islamcılara destekçi liboş götveren yazmaktan iyi kabul edelim ,Negatif
Ekrem bey hiç birşey yapma artık bu yeter bize sen yıllık hizmeti bir seferde yaptın seni sevmeyen ÖLSÜN ,Pozitif
Akparti büyük hastane neden yapıyor biliyormusunuz Hastaları yürüterek öldürmek için Yorulsun acı içinde ölsün diye böyle piskopatlik görmedim ,Pozitif
Almanyada Nazi hareketlenmesi var. Bu korkunç. Oradaki Türk vatandaşlarının dikkat etmesi lazım.,Pozitif
 Giderek terbiyesizleşiyorsan hayatın ne mal olduğunu anlıyorsun demektir Bob Marley ,Negatif
sürekli insanlar tarafından beğenilme arzunuz sizi orospu çocuğu yapar,Negatif
ah yağlı surat ah iki yakan bir araya gelmesin tez vakitte geber kahpe evladı,Negatif
 Efendim beyiniz tam dayağa durmuşken bi hal hatır sorun gel hele gel otur nooldu sana işler güçler nasıl çay koyam içersi ,Pozitif
bi sevgili yapan 10 yılda kayboluyor piyasadan sikerim yapıcagınız işi meydanda kız yok hiç,Negatif
Yunan lılar sirtaki yapıyoruz _ ,Pozitif
olum ayyaş mı olucan berduş olup sokaklara mı düşcen başımıza elalem neder arkamızdan içme yavrum,Negatif
Kahverengi dese ne diyecekti acaba gerzek ,Negatif
mal gibi favlayıp durıom ben bunuŞZMAŞFMSĞXNSPDMS ,Negatif
sağlıklıhuzurlu musmutlu bir,Pozitif
Bizde sayın başkanımıza hayırlı ömürler diliyoruz ????,Pozitif
orospular arkamdan konusmayin her seyi goruyorum  duyuyorum orul orul orospular,Negatif
harikasın kubilay iyi gidiyorsun devam et,Pozitif
senkimsindeadıhafızadanbahsediyorsunbizimhafizamizreisden yana çalışırsen kimsindekendinmi zanettin hain pislik,Negatif
Ozur dilerim buna maruz kaldiginiz icin ama ulkemizde izlenecek cok konu var zaten bizi izlemeyin,Pozitif
Ee boşuna dememişler kim ahlak bekçiliği yapıyorsa en ahlaksız odur,Negatif
Eee... Kadın haklı. Alay edilecek bir şey görmüyorum ben burada. ,Pozitif
Bizde v var V daha janjanlisi ama aradaki farka değecek bir katkısı yok gibi geldi bana ,Pozitif
arkadaşlar makyaj yapmayı bilmeyen yapmasın önce ben,Pozitif
bu amcık nereli,Negatif
"Ticaret Bakanı, esnafın bankaya olan borcunu yeniden yapılandıracaklarını söylüyor. Her nedense Maliye Bakanlığı, bu konuyu hiç üzerine almıyor.",Pozitif
cocuk yarra yemiş haberi yok ,Negatif
şimdi ders çalışmaya çalışacağım inşallah çalışırım,Pozitif
Allah yar ve yardımcınız olsun size tüm hastalara acil şifalar diliyoruz ,Pozitif
Yardımına sokim bunun knk ,Negatif
"Nasıl sıkıştırıyolar Evrimi Barış için kötü bir şey söylesin diye.Ama yine istediğinizi alamadınız hepsi yalandan anlatamayız diyo neyi anlatamazsınız? İşinize gelince çıkıp saydırıyosunuz, suçlayacak bişey olmayınca da anlatamam.. Hass*ktir.",Pozitif
 Nasıl kıyıyorsunuz nasıl vicdanınız el veriyor Yeter artık yeter ,Pozitif
Selamlar Evli çift Evli eşinden gizli Mutsuz Olgun Azgın Dul Fantazi seven Kendine güvenen Hamile kalmak isteyen Cuckold çift Boynuzlu gizli gavat Arkadaşları sohbete Bekliyorum ,Negatif
ilk okulda hoca sessiz sinema oyniycaz ama kitap isimleri ile ben size kitap adi söylicem siz de anlatıcaksınız dediğinde ben,Pozitif
real madrid  bayern münih maçına 01 oynamayan andaval var mı bunu cidden soruyorum,Negatif
İsmet Paşa'yı anarken Dışişleri Bakanı Numan Menemencioğlu'nu da unutmayalım. Bu vatanın menfati için çalışan her bir kişinin Allah günahlarını affetsin ve cennetiyle ödüllendirsin inşallah.,Pozitif
limitsiz kredi kartı ve şarjı bitmeyen telefon istiyorum.,Pozitif
yavşak dönek hepiniz topaç gibi dönüyorsunuz bir o yana bir bu yana,Negatif
"23 güneş kütleli karadeliğin içine düşen 2,6 güneş kütlesi en büyük nötron yıldızı mı en küçük kara delik mi?",Pozitif
Burayı kahvehane mi sandın götlek msn deki babanı mı yazıyorsun ,Negatif
Çok güzle amcik yalarım bıkmadan,Negatif
solu o şovenist ırkçı ağzına almayacaksın o zaman,Negatif
bok yiyin siz yarrak yiyin yeter be,Negatif
hahahaha lol örneği çok düzgünmüş benim türkçeme takmış ben türkçeden ful yaptım gerizeka,Negatif
Yıkmaya gücünüz yetmez ,Pozitif
İts okay that s love da kyungsoonun karakterinin hayali olduğunu adamın şizofren olduğunu öğrenmem ,Pozitif
yavşak sana diorum,Negatif
Eski Telsimci'nin kucağında şöhret olduğunu biliyoruz,Negatif
Senin mesleğin bu ülkede mütedeyyin insanlara iftira atmak başka işin yok.,Negatif
"suyun akışını değiştireyim derken, tarihin akışını değişitirdiler.",Pozitif
bir apaçi şarkı sözü der ki derler ya bu budur  işte olay budur abv,Negatif
allahın rahmeti bereketi üzerinize olsun,Pozitif
cardi b yakinda hurrem kostumu giyecek offset de suleyman olur sadece bekleyin,Pozitif
Netflixle ilgili açıklamasını islami üsuller ve ahlaka uygun şekildeki kıyafetiyle yaptığı için ahlak timsali tuğba ekinci hanımı kutlarım... Şaka yaptım tabiki bazı insanlar güce iktidara göre yön değiştirir muhtemelen iktidar netflix özgürlük deseydi üye olun derdi ,Pozitif
Ordaki bütün yarışmacılar haksız BARIŞ haklı bunu birkez daha anladık herkesin gerçek yüzü ortaya çıkıyor kurguvivor,Pozitif
lan ne saçma yazı bu gerzek,Negatif
 Hay bunların shipinede sahip kavgalarında sokam ya nasıl bu kadar aşağılık olabilirsiniz ,Negatif
Cinsel şaka tweeti,Pozitif
Yediğim dondurmada bedava çıkıyomuş ben çubuğa bakmadan direk çöpe sallamışım ever hayattan da umudum tam olarak bu ,Pozitif
 sperm diyen tayfa bok gibi mizah yapmaya calisiyosunuz kendi aklinizca ezik misiniz ona gore davranicam size ,Negatif
UPS de Türkiye'deki en iyi kargo şirketi aslında,Pozitif
Bi iki saniye sonra falan niye yazdım ben bunu diyorum ,Pozitif
kafanı keseceğim senin,Negatif
Tiktoğuda sikeyim çin i de sikeyim Bunu başımıza bela edenleri de sikeyim ,Negatif
Sığır sürüsü derken şaka yapmıyoduk,Negatif
Siz Allah ın ayetlerini hiçe sayıyorsunuz adam devlet işlerini bırakıp sizin evli adamlarla yaşadığınız sorunları mı çözecek Allah eğer adil olacaksanız e kadar evlenin buyuruyor Kıyametleri koparıyorsunuz Diğer kadının hakkını kim koruyormuş anlayabiliyor musunuz şimdi ,Negatif
20 kasim dünya çocuk haklari günü kutlu olsun,Pozitif
 ikalin Senin olmayan beynine sokam ,Negatif
kime koyam ,Negatif
 tek bacağı olmayan kedi köpek görürseniz o taraftaki kulağını başını iyice okşayıp kaşıyın yapamadıkları için çok mutlu ,Pozitif
"Ayasofya, Türkiye'nin zincirlerini kırdığı yerdir!",Pozitif
niçin bu kadar güzelsin acaba tvde kanalları gezerken takılı kaldım yine,Pozitif
sen çok kafana takıyorsun takıyorum kardeşim kafam büyük çok detaycıyım çok bokum püsürüm de sana ne,Negatif
Annem senin ahlak bekçisimi oldun oy oy sokayım mı senin beynine oy oy ,Negatif
bunlar varoş bunlar paçoz,Negatif
"Haysiyetten, edepten, onurdan ve şereften nasibini almamış sırtlanlar, yine kendilerine yakışanı yaparak şaşırtmıyor",Negatif
CEMAL CAN BERKAN İÇİN NE ÇEKTİĞİMİZİ BİR BİZ Bİ ALLAH BİLİYO DEDİ NİYE ÇOK GÜLDÜM JAJWUDKWKDŞQPEDLWDLWMDLSŞS ,Pozitif
dürümler ayrandan önce bitiyor. biz buna müsaade etmeyiz.,Pozitif
bombayı koyar patlatırım hepinizi,Negatif
Icim titredi gorur gormez ,Pozitif
"İzmir Yüksek Teknoloji Enstitüsünün uluslararasılaşma yolundaki önemli adımlardan biri olan ve  20-22 Temmuz tarihleri arasında YÖK tarafından gerçekleştirilen Study in Turkey YÖK Sanal Fuarı 2020deki standımıza hepinizi bekliyor, ilginize çok teşekkür ediyorum.",Pozitif
Anadoluya giriş kapımız Muşa yaptığımız yatırımlarla şehrimizi Doğu Anadolu Bölgesinin itici gücü haline getiriyoruz,Pozitif
Çok gezenin ayağına bok bulaşırmış ,Pozitif
Zenci yarra sandım ag,Negatif
gidenler sanıyorki hergün aynı şarkı çalıyor,Pozitif
hay sokayım survivorınıza ,Negatif
Sırf bu tag için korumayı kaldırıyorum. ,Pozitif
İslam kul hakkı der değil mi Köpek gibi havlamakla itham ettiğin ben o tanımadığı insanlara kiralık ya da satılık diyerek kul hakkı yiyen bir geri zekalıyı eleştirdim Sen de aynı boku yedin afiyet olsun Ve işine gelmediği için ablayı anlamadın ,Negatif
ya bu kadın şizofren Ş İ Z O F R E N ,Negatif
senin gibileri iyi bilirim sümüklü dağ faresi bu mecralarda ötüpte sonradan altına dolduran senin gibi her orospu fitratliyi bunun içine koyacağız ona kursun atarmis bunu bicaklarmis hassiktir lan oradan senin sonun ya bu leşlere dagda orospu olmak yada sarı torba ,Negatif
İki gündür bulunamadı!,Pozitif
ne olduğun belli neyini anlamayacam andaval,Negatif
açık seçik kıyafetler giyen kadın resmen gel bana tecavüz et diyor,Negatif
Liberal götveren yaşasın faşizm ,Negatif
Erdoğan ne koydu ama Ayasofya artık bizim şimdi sırada bütün yunan toprakları ,Pozitif
inci ölüm yıldönümünde saygı ve rahmetle anıyorum..,Pozitif
At gözlüklü şizofren seçmen müptezelleri ancak bu kadar olursunuz ağa babanız ekrem müdafanız tüm belgeleri ile ispat edip mahkemeye vereceğim dediği vakıf ve cemaatleri nerde ispatı ağa babalarınız bir algı yapıyor yalan iftira ile siyaseti ve sizleri güdüyor ,Negatif
tam ders çalışıcam diyorum kendimi elimde telefon twit okurken buluyorum,Pozitif
Sana vereyim mi gözlüğümü bu fotodan sonra lensten vazgeçtim mdmfldmfmdmf ,Pozitif
"Evleniyorsun  balayına gitmişsin  kahvaltıda eşin şey diyor; ""Biz maymundan geldiysek neden diğer maymunlar insan olmadı.""",Pozitif
allah akıl fikir versin sana,Pozitif
Bu insanların sorunlarını küçümseme olayı nereden çıktı ya? Sorun mu yarıştırmamız lazım birbirimizle,Pozitif
yok yanlış anladın ben okulu dondurmak için girdim sisteme,Pozitif
Uzmanından dikkat çeken 'altın' açıklaması,Pozitif
Teşekkür ederim aşkımmm ,Pozitif
Fatih bey yahu siz bari bu soytari adami kaale almayin ,Negatif
kulak barotravmasından kaynaklı hafta boyunca dalış yapmam yasaklandı bir miktar moralim bozuk ,Pozitif
o zaman niye her şarkıda fakir edebiyati yapıyon fakirlerin duygusunu sömüren dümbük budur,Negatif
 skfkskcjs öldürürüm seni ,Negatif
butonların büyüklüğü uygun mudur diye bakmaya geldik,Pozitif
dört yanımız starbucksla çevrili bir plaza tanesi içinde molalarmzda asla lavobaya gitmeyz kitap okur kahve içer lattenin ön,Pozitif
 _TuBaNr_ Kaypaksın yalancısın algı seviyen düşük Komiksin falan gibi yorumlar yaparak bunu ispatlamış oluyorsun Bir insanın senin paylaşımına yorum yapmasını istemiyorsan engellersin kancık olduğunu da tescillersin ,Negatif
Yanlış yorum. Ayasofyanın işlevi bir ibadethane ihtiyacından doğmadı; orası dini değil politik bir sembol;bir fetih alameti. Batı/Hristiyan dünyasının seçilmiş travması bizim ise -tekrar- seçilmiş zafer odağımız.Geleceği geçmişe gömmek böyle oluyor ve geçmiş hiç unutmuyor!,Pozitif
arkadaş sizin din farklı herhalde kul hakkı yemek dolandırmak ne zamandan beridir hoş karşılanır lah sizin gibi zihniyetlerin belasını versin ,Negatif
Bir çiçeği büyüten sevgi insanı değiştirmez mi sanıyorsun?,Pozitif
son günlerde kendimi tutamayıp aşırı derecede çikolata ve dondurma yiyorum yemek yiyemiyorum mesela akşam yemeği,Pozitif
İki türlü de yarrağıma benziyor tıraşlı yarrak tıraşsız yarrak,Negatif
Olacağı buydu. Ne kadar üzücü.,Pozitif
götünü siktiğim antifeministi vallahi kafayi yedirtti bana amcık kendimi kemiriyom valla sinirden duvarlara kafami vurucam,Negatif
Boşalmak isteyen bayan arkadaş varsa msj atsın,Negatif
bu gerizekalı sk beyinliler yedi yıldır biz arkadaşız bffiz diyen kişileri shipliyor bu gerizekalı sk beyinliler beş aydır abim kardeşim bffiz diyen kişileri shipliyor sonra biz şizofren oluyoruz kodumun sitesinde ,Negatif
 Ne güzelsin sen ,Pozitif
Bugün çok güzel bir elbise aldım biriniz evlenin de giyeyim,Pozitif
hadi yee bakalım ellerin çikolata olmuş,Pozitif
Sporun güzellikleri,Pozitif
Sen ne ara götlükten götlek liğe terfi ettin ,Negatif
git bir versiyon kontrol sistemi olmasının yanında çok fazla faydalı özellikleri var,Pozitif
herkesi kendiniz gibi sanıyorsunuz. Bizi aptal yerine koyabileceğinizi sanıyorsunuz,Pozitif
Sizin adaletinizin amk ,Negatif
Yani abi eleştirmek işin doğasında var. Yaftalama. Yenildiğinde eksikleri söylemek gerek.,Pozitif
"Allah'ım, çocuklara kıyanları affetme.",Pozitif
Motorsikletin yanından geçen motorcu oluyor amk. 2 gün sonra kaza yapıyor arabalara suç atıyor. Instagramda bir tane düzgün motor kullanan video yok.,Negatif
Oğlumun doğumundan sonra en çok heyecanlandığım an bu,Pozitif
Milletin dedikodusunu yaparken paranın dibine vurmasını biliyordunuz Milletin ahlak bekçiliğini yapmasını biliyosunuz,Negatif
Orospu cocugu senin ananı sikeyim hayatımı söndürdün hayatım kaydı kitapsız oç soyun kurusun amk evladı,Negatif
ALLAH'IM NE OLUR GÜZ DÖNEMİ ONLINE OLSUN. SABAHIN KÖRÜNDE OKULA UYUŞUK UYUŞUK GİTMEK İSTEYEN AVELLER İÇİN YAKMA BENİ ALLAH'IM!,Negatif
ya bu denize kıyısı olan işletmeciler neden bu kadar andaval,Negatif
Bunlara her yol mübah çünkü özleri bu başkasına bok atarak yaşıyorlar,Negatif
önemli bir site kaynak araştırmalar var tebrikler,Pozitif
 Gana da idealist bir öğretmen öğrencilerine Microsoft Word u öğretiyor ,Pozitif
dombili bi gelsene bişey dicem,Negatif
lanet olsun şeref yoksunu,Negatif
ders çalışırken duvarların rengi bile hoş geliyo oturup izliyorum,Pozitif
Mabel Matiz Bu ülkenin bahçesinde açan en renkli çiçektir bundandır bu kadar koparılmak harcanılmak istenmesi.,Pozitif
kköyü karıncalar cüce ırkları falan mı bastı amk bu ne birini ezcem diye çok korkuyorum,Negatif
Dilinize sokam ,Negatif
Para isteme benden buz gibi soğurum sendeennnnn ,Pozitif
 Yanınızdayken kıymetini bilmiyonuz Sonra ayrılınca da aşk acılı twitler klipler Bi yürüyün gidin ,Pozitif
senin amını siker yağmur yağdırırım içinde,Negatif
5 Yıl Sonra Hamamda Durum diye bir konuşma planlıyorum. Eğer korona izin verirse,Pozitif
doğum günün kutlu olsun güzel arkadaşım,Pozitif
Olurmu paşam uluslacılara sor devlet aklı devrede bizim kafamız çalışmıyor gerizekalıyız ayrıca iktidarı eleştirdiğimiz için vatan hainliğide arka cepte ,Pozitif
realciyiz ama bu zirzop her yerde tetikçilik yapıyor,Negatif
bu insanlar boşuna mı bütün zorluklara rağmen ders çalıştı,Pozitif
Seye cok gulmustum sey demisti hani götlek hem de,Negatif
elif yokluğumu fırsat bilen ibne geldiğim zaman ağzına özel olarak sıçacağım,Negatif
anti komünist genco erkalı o sahneye çıkaran dalyarak kim,Negatif
kültür sanat,Pozitif
Mobbing sonucu intihar eden arkeolog Merve Kaçmış soruşturmasında yeni gelişme: Üzerine zimmetlenmek istenen eserlerin eksik olduğu ortaya çıktı,Pozitif
Yunan yandaşları ondan hesap sormasın diye besbelli saklanıyordur D ,Negatif
 Sik gibi duruyo Bi koydum dubaya kişi martıyla uçtuk öne kişi bize bakıyo martıyı elle tutup metre yürüdük sonra devam ,Negatif
Çilek yiyen bebek canımı çektirdin resmen ,Pozitif
Yine bir alanda bilgisi olmadığı halde konuşan biri Elon Amca. Yazılım problemi demiş ya ,Pozitif
ya kızlar bir şey soracağım ama lütfen cevap verin neden keko ve barzo tiplerle sevgili oluyorsunuz,Negatif
"Sensiz yüzüm gülmüyor, bırak be güzelim yüreğim yanıyor.",Pozitif
allah kaza beladan korusun,Pozitif
diyecek bisey bulamadim bu guzellige,Pozitif
He kurdunuz birimi ama yoklar değil mi yada çıkmadan birime aldığınız eş dost akrabalar maaş almaya başladı mı Birimde veteriner hekim yok değil mi,Pozitif
yavaş bak nazar değdircen pezevenk,Negatif
biri siksin artık şu orosbunu daracık amcıgını boynuzlu bir godoş olmak alperin de hakkı,Negatif
birileri sıla dinlemiş ,Pozitif
Allah in laneti kâfir ve zalim çin in üzerine olsun çin den nefret ediyorum ,Negatif
yasin elinde oynatmak söylemine hiç şaşırmadım biliyor musun çünkü senin zaten canlı yayında bir kadına küfür etmişliğin var bu sana yeter de artar pisliğinde boğul ,Negatif
modernleşicem diye gavat olmaya gerek yok geri kafalı olmak gavat olmaktan herzaman daha iyidir,Negatif
günaydın. sürdürmek için kendiniz olmaktan vazgeçtiğiniz hiçbir ilişki size iyi gelemez. buna toplumla kurduğunuz ilişki de dahil.,Pozitif
Ne içtiyseniz ben de istiyorum beni de yanınıza alinnnn ya bele vaziyetin içine sokam ben evde yatıyım amk ,Negatif
elele tutuşup ağlayın birde ağa babalarınız kızacak size sizi boşuna mı kolluyoruz diye ,Negatif
hayırlı olur inşallah hdjdjdj,Pozitif
Güzellik instagramını ver de gözümüz gönlümüz şenlensin ,Negatif
atsana kalp krizi geçirsin pezevenk ,Negatif
 Şüpheye düşürmeyen samimiyetin ve sevginin kölesiyim ,Pozitif
Amına koyam benim kombin nerde reşo ağa kombini ,Negatif
"Çünkü gözyaşlarım, söylenmeyen leri söylemek içindir.",Pozitif
teasera bak.. Islandım,Pozitif
Siyasi erk ülkede küçük işletme bırakmamaya and içti sanki! ,Pozitif
bu pislik sektörde tertemiz elçin tertemiz kalmak için de uğraşıyor magazin en küçük bi açığını ararken tek fire vermeden gel,Pozitif
kilo vermiyorum çünkü bu ülkenin şişko kızlara da ihtiyacı var,Negatif
Evet biraz mutlu olmak için bilinçli cahiliye dönemine giriyorum ve sosyal medya hesaplarımı kapatıyorum hoşçakalın dostlar,Pozitif
Yılan karı,Negatif
maç bitsin çıkacak ortaya yine  tebrikler karakartal cılar,Pozitif
 üşenmeden saydım arkadaşlar  bi takipcim gün içinde 20 den fazla twit atmış sanki götürü almış mübarek,Pozitif
 Tek millet tek ordu iki devlet Türk orduları tek yürek Türk hava kuvvetleri uçakları Azerbaycan a gidiyor,Pozitif
 Ya bi sktir sonradan görme varoş köpek ,Negatif
Şerefine sokim ,Negatif
yaptı yine bücür yapacağını,Negatif
Seni var ya hiç kancık görmemiş azgın hayvan gibi becermek lazım bura böyleyse senin cezanaldırılman lazım ,Negatif
napıyosun aptal piç kurusu,Negatif
hastane gibi yapacağınız işe sokim ben ,Negatif
Gelişmeler saygı çerçevesi altında sizlerle paylaşılacak,Pozitif
Şu güzelliğe bakar mısını. Ne istiyorsunuz günahsız çocuklardan hatta bebek denecek yaşta insanlardan. Sizin sapık zihniyetize sıçıyım ben.eskiden idam gelmesin diye düşünürdüm ama idam gelmeli. İbretlik olmalı. Yoksa bunların önü kesilmicek.,Negatif
Artık geber yaw yeter nasıl bir şoför ki buna hep yaşam akıtıyor.. demek bide zenci olsa,Negatif
Derede nasıl yuruyeyim be hz İsa mıyım ben,Pozitif
tek gücünüz bu şiddet katliyam hakaret küfür gücünüz buna yetiyor Sonra paranızı kafir ve dnsize kaptrıyorsunuz Kul hakkı yiyerek sülükleniyorsunuz Domuz değil haram olan sizin zihniyetiniz ,Negatif
Bak bu ayağı öpülesicer Ana Anne,Pozitif
 Dünyanın en büyük balığı balina köpek balığıdır En büyük memelisi mavi balinadır Yaratılış kavramı açısından düşünecek ,Pozitif
Bir salak daha kaydı gözümden ,Negatif
Sokturma ziyana ,Negatif
makyaj yapmak çok güzel bi şey ama temizlemeye gelince zaman geriye aksın diye bağırmak istiyorum,Pozitif
Örnek olması gereken adamın yaptığına bak Çok bilmiş biriside yazmış ki polis sebebini bildirmek zorunda Ulan gerzek amaçsız polis senden niye kimlik istesin ,Negatif
sen okudugun bölümde atomu parcaliyorsun sanki pezevenk,Negatif
Bir Türk aptal olma lüksü yoktur ,Pozitif
yeğenim elimde telefon görünce başıma dikiliyor sen napıyorsun hala diyip telefona bakıyor okumayı biliyor gibi pro,Pozitif
iğrençsin yaşından utan,Negatif
Dünyanın neresinde olursa olsun adam olamayacak bir götveren Ben olsam bunların topunu Avrupa dan atarım Nankör pislikler ,Negatif
biri hem ayyaş hem deli biride pislik sürtük rahat durmazlar ama bebeğe bir şey olmasın ya,Pozitif
Arkadaşlar unutmayalım ki öncelik sosyal medyanın gençlere ve çocuklara yarattığı kötü örnek ve ahlaksızlık. Öncelikle sosyal medya kapanacak sonra kadın ve çocukların can güvenliğini düşünülecek,Pozitif
Az önce Migrostan hiçbir şey almadan çıktım. 32? tuttu,Pozitif
 Bir yazar ülkesine tarihine sosyolojisine nasıl bu kadar yabancı kalır ve nasıl ülkesine sadece yabancıların gözüyle bakar,Pozitif
git gideceksen bekleme farklı değilsin sen de,Pozitif
Irmak fena sikdi ,Negatif
maç sonucu  fenerbahçe 41 demir grup sivasspor tebrikler fenerbahçe,Pozitif
İğrenç nefsinizin küçücük çocuklara dokunan o pis ellerinizin mide bulandırıcı zihninizin de Allah belasını versin Sizin ve sizin gibi sapıkların can çekişerek geberdiğini görmek istiyorum Kahretsin pedofili sapkınları ,Negatif
iyi bakın bu fotoğrafa hayallerine emeklerine geleceklerine bi ses çıkaran beyaz önlüklüler bunlar,Pozitif
Ne kadar beyinsiz bir insansın sen ya,Negatif
hepsi senin suçun baba olcağına gavat olmuşsun,Negatif
Komik bir medyaları var.. Keşke hep Trabzon la yarışsak,Pozitif
katılmayan ölsün,Negatif
 İlerde bi gün şimdiki Akp liler Chp lileri `` Akp ye senelerce oy verdiniz Akp yi ülkenin başına bela ettiniz diye suçlayacak,Pozitif
aticam kendimi bi yerden ,Pozitif
ayağına sıkan bi salakta sensin,Negatif
 Ya taşıyamayacağım kadar ağır bir cevap verirse de kendime gelemezsem korkusuyla o soruyu hiç soramayanlar burada mıyız,Pozitif
witwiser yüzünden mağduruz,Pozitif
seni seviyoruz çok seviyoruz ,Pozitif
Duygunun amınakoyim işte işi gücü bıraktık tüm sorunlarımız bitti duygunun bedenini olumlayacaz linçlensin ölsün hatta hayatımız sikilmiş gençliğimiz gitmiş duygunun selülitleri yüzündeb morali bozulmasın diye uğraşacaz ama ,Negatif
 Selam Hayatım m Anal Oral Oldu Bitti Yok Sevgili Tadında ÖDEME ELDEN ,Negatif
dalyarak bu şimdi mi söylenir,Negatif
Pazarlık yaparız,Pozitif
gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi,Negatif
 hicetikdegill Derdini sikem kardeşim ,Negatif
allah rahmet eylesin basiniz sagolsunn ,Pozitif
aptal oç rüyamda ne işin var,Negatif
 Beden dediğin nedirki `` RUHUN Kafesidir kim takar kafesi şehadet e nail olmak varsa Söyleyin onur yürüyüşü ülke iç ,Pozitif
Saçlarının gölgesinde gözlerinin kahvesine,Pozitif
Hadi lan teneke algini sokturma bi taraflarina ,Negatif
Hadi gidiyoz diyen yok ya ,Pozitif
şu saç tıraşıyla astsubay oldum diyecek denyo,Negatif
Senim salak olduğunu biliyordum da bu ne harbiden ,Negatif
Kimse okulların açılmasını istemiyor niye diye sorunca da virüs var çocuklara bulaşır sonra da baka sayıları artar,Pozitif
müslüman film dili geliştirmeli beyazperde konyada,Pozitif
Yemedi degil mi göt veren köpek Yemedi oglum bir yol buluruz beni yumurtlat seni göt veren ibne seni senin gibi bir itin kemiklerini temmuz da istanbulda cevahir de kırdım köpek ben boş konuşmam götveren ibne ,Negatif
amına koyduğumun götveren yalancısı ananı avradını sikeyim ,Negatif
Zıkkım iç,Negatif
Geber ya ciddi söylüyorum geber.,Negatif
