tweet,sentiment
Fotoğraf çekmiş sanki,Pozitif
Günaydın nbr bebeğim vajina varken yin got sikem ,Negatif
Sizin o tipsiz dediğiniz çocuklar var ya Onlar kendilerine bakmıyor ailesine bakıyor ,Pozitif
`` kız kardeşim kendisinin evli olduğunu öğrenince bir daha aramamasını söylüyor Adam bunu duyunca kız kardeşimi arabasına bindirerek ormanlık alana götürüyor ,Pozitif
bi uyandım ölmüsüm günaydın ,Pozitif
allah akıl vermiş ki doğru ve yanlışı ayırabilesin diye ,Pozitif
ya bana ne oldu bütün bu laflar ne ds,Pozitif
Olmayan beynine sokayım senin daha gün önce D daha bilinmeyen ne yardımlar var kim bilir D seni beynini kullanmaya davet ediyorum eğer varsa D ,Negatif
Yalnız ufak bir bilgilendirme yapayım önce sizin kitleniz pisliğinde boğul diye tag açtı bu durum sizi ilgilendirmezken sonra da bizimkiler bir karşılık olarak tag açtı bizim tagımız kimseye bir hakaret de içirmiyor ayrıca Yasin orda oynamak istese kimseye ses çıkarmazdı ,Pozitif
 Emniyet genel müdürümüz Sn Mehmet Aktaş ve Jandarma genel komutanımız Sn Arif Çetin paşamızla beraber ,Pozitif
Kendini bu kadar önemseme ,Pozitif
"Korkaklar coğrafyasında tanıdığım en cesur insanlardan biriydi, ne sanatının, ne yüreğinin yeri doldurulabilir",Pozitif
Ben bunu nasıl atladım?,Pozitif
Allah rahmet eylesin Kadın cinayetleri artık son bulsun ,Pozitif
doğduğunda kulağına 3 defa kahpe diye mi fısıldadılar,Negatif
yiğit ağzina siçarim veled beni delirtme seni adam yerine koydular adam ol,Negatif
Süslenip püslenip yorma kendini Güldüğün kadar güzelsin bu hayatta Kocaeli Turkey ,Pozitif
Canim ben zevkle sikerim bende sikecek amcik ve got ariyorum antepdeyim ya siz,Negatif
Korkunç! Savunması yine aynı beni tehdit etti. Beni karalamak için yapıldı. Ya bi siktir git ya,Negatif
Sıfatın ne olduğunu bilmeyen gerizekalısın olum sen,Negatif
Kafana sıkıcam senin,Negatif
At amı gibi olmuş maranın ağzına benziyor ona nasıl bir yarrak lazımki yarra doysun,Negatif
 Her gün binlerce beddua ediyolar Barışa sakatlansın ölsün diye o dediklerinizin en ağırları size gelsin inşallah bu çocuğun ,Negatif
bulaşık makinasını çalıştırdıktan sonra farkedilen bulaşık kadar can sıkıcı insanlar var tam mutlu olacan pislik yapıyorlar,Negatif
Lan barış yakışıklı diye destekleseydim ilk günden beri desteklerdim neyin kafasını yaşıyosunuz,Pozitif
 Kudurun yunan tohumları Titre işgalci İsrail sıra sana geliyor Allahın izniyle ,Negatif
Kulüplerin para toplasini mantıklı taraftarın para vermesini anlamsız buluyorum Çıkıyor bir yönetici kafasına göre ona milyon buna milyon denetim yok bi sik yok yaptırım zaten yok Haydin gençler pamuk eller cebe Sadece Beşiktaş için değil hepsi için böyle ,Negatif
bugun cok erken kalktim bu saatte uykumun gelmesi cok tuhafmis,Pozitif
git kelimesinin böyle algılanmış olması çok üzücü,Pozitif
geçen sene 3.7 milyon ziyaretçi ile türkiye'nin en çok ziyaret edilen ve gelir getiren müzesini (giriş ücreti en pahalı iki müzeden birisi) kaybederken normal bir kültür bakanlığı ancak yas tutar.,Pozitif
burçlara sokim ,Negatif
 Milletin ekonomik sıkıntılarından başka her şey gündem de ,Pozitif
yine bir andaval turnikeden geçmeyi beceremediği için tramvayı kaçırdık hem de 5 saniyeyle falan gel de bu ülkede yaşa,Negatif
canım araya dalmak istemiş alla alla jdjxjsxnjd cüce olmak suç değil cınım jxxjjdxj,Negatif
çok tatlısın canm,Pozitif
e spor oynayanın gram aklı yoktur,Negatif
Bu tagı hangi gerizekalı açmış,Negatif
bana bak yelloz seni parçalamamak için çok zor tutuyorum kendimi haberin olsun her an saçına yapışabilirim,Negatif
Sizin gibi yönetimin amına koyam ,Negatif
Evde herkes tatil bavulu yapıyor ben ödev yapıyorum.,Pozitif
bir bitmediniz oruspu çocukları ne kadar hans dürzü varsa hepsi sizsiniz isminizde meymenet yok şerefsizler,Negatif
Canım ellerim canım tırnaklarım merak etmeyin uzun bir süre patafixe temas etmeyeceksiniz ,Pozitif
hep laf  ta benim şeyler  cunku senin gibi lanet biri olduğundan,Negatif
İstanbul Sözleşmesi'ne karşı çıkan zihniyettekiler sanki kadın haklarını çok savunuyorlar gibi şimdide Bülent Parlak'a takmışlar. Eşinin yüzüğünü zorla satıp parasını harcadıysa biz de tepki veririz ancak önce siz riyakar ve ikiyüzlü zihniyetinizi düzeltin,Negatif
siz hırsınızda kibirinizde yalan dolanlarınızda aşağılık oyunlarınızda boğulursunuz umarım,Negatif
Kesinlikle öyle Nereden baksan senedir anime izliyorum yüzlerce seri izlemişimdir ama hiçbiri Cowboy Bebop kadar etkilemedi beni Tengen Toppa Gurren Lagann hariç her değerlendirme üstüdür benim için ,Pozitif
"Benim ne yapacağım, başkalarının ne yaptığı veya yapacağına bağlı olamaz. Böyle bir konuda herkesin vicdan yükü kendine""",Pozitif
Gözleri kehribar olmayanda ölsün ,Negatif
senin minnet ettiklerin benim için götü sikikler,Negatif
mutheşem olur ,Pozitif
Alçak levent özeren sene gecikmeli de olsa tutuklanmış temmuz evden cıkmayın askere teslim olun diyodu bu it Muhalif olmak başka şey hain olmak başka Bu levent hep haindi hep soyledik ,Negatif
"Öğretim üyeliğini meslek hanesine yazan biyologlar var... Biz öğretim üyesi olarak çalışan biyologlarız. Mesleğimi soran birine profesörüm, öğretim üyesiyim demiyorum.",Pozitif
İnstagramda new post storysi atıp fotoğrafını gifle kapatanlar.. siz beynim yok demeseniz de olur,Pozitif
"Çirkin kızların seksi giyinip egosunu tatmin ettiği uygulama. erkeklerin, bu çirkin ve seksi kızları düşürmek için kapıştığı mecra",Pozitif
Bu temiz pozisyonda nevar biri açıklasın Sizin organizasyonlarınız aldığınız kararlar hepsimi şaibeli Yazıklar olsun diyorum Yayıncı kuruluş az yapıyor Bu saatten sonra izlemeyecegim Taahhüt dolana kadar bekleyip iptal ettireceğim pisliginde bogul nihat ,Negatif
sen ne manyak bi seysin,Negatif
 Fetöcü Pkklı dinsizlere yalakalık yapan kemalizler çok kızacak ama korkak ve kancık olduklarından karşımıza ,Negatif
liboş aman ha çıldırmayasın bak ağlamayın sonra,Negatif
 Kuzularımın maması bitti bize köpek maması yollamak isteyen var mı ,Pozitif
 Kadınlar öldürülüp sapık haberleri kulağımızı tırmalarken böyle insanlarla aynı dünyada yaşadığım aynı havayı soluduğum için hicap duyuyorum,Pozitif
"50 faktörlük güneş kremi sordum 197 tl dedi. Demek ki faktörü 3,94 tl'ye geliyor.",Pozitif
kem gözünüze sokim siktiğimin tipleri ,Negatif
Yine salak bir hareket yapacağını düşündüğü için ona yaklaşmadı yere saplanmış durumda olan bir mızrağı alıp tam suratına gelecek şekilde son hız ona fırlattı ,Pozitif
 Kadın samuray Tomoe Gozen in bir tasviri Genpei Savaşı nda Minamoto no Yoshinaka nın en güvenilir generallerinden ,Pozitif
Nurbanu kim yeni cinin mi kancik ,Negatif
Sadist adi şerefsiz insan artığı küçücük hayvanın yaşadığı korku ve acı umarım en kısa zamanda ciğerlerin çürür aynı akıbeti yaşar acılar içinde can cekiserek defolup gidersin bu dünyadan ,Negatif
Yaşamı yaşamayı ölüm sonrası bir deneyim olarak düşleyen bir toplumda düşkurucuları ya şizofren yada peygamber olur,Pozitif
ulan andaval bulgara satılan arşivleri kör sağır lal sultan kabul etti,Negatif
Güne özel dileğim; bu tablonun değişmesidir.,Pozitif
yav sus tırrek,Negatif
Muhakkak ki her Dil güzeldir Ama senin bende ki yerin Ayrıdır ,Pozitif
 Şehitlerimizin Ruhu Şad Mekanları Cennet Olsun İnşallah ,Pozitif
bu nasıl teselli lan amısına koyam hayırdır laaan ,Negatif
"Memur ve emekliye yüzde 5,75 zam",Pozitif
 Götlek nedir Nasıl olunur ,Negatif
Bu kıza böyle şeyler olduğu için bende çok üzüldüm bunu ona yapana bela okudum ama saldirganlikla nereye varacağını düşündün anlamadım ,Pozitif
 Hazır bir araya gelmişken hemen dağılalım ,Pozitif
okul bitti ve ilk iş teklifini aldım.,Pozitif
göt veren da işlemim yok diyosun ne bok yemeye yazmaya devam ediyon siktir git amcık hoşafı yazarsan ananı sikim senin piç ,Negatif
Huzur ve kahve ikram edebilirim isterseniz,Pozitif
mal,Negatif
bunlar düşünce filan da değil bunlar atmık bunlara saygı duyulmaz bunları sikip dışlayacaksın detroitli gibi çom,Negatif
güzel işte kâfir dediğin böyle olur ,Negatif
KDÇSMDÖSMÖSMSS AMINA KOYAM NAPALIM ATAŞEHİR DE TURLAYACAK DEĞİLDİK YAŞINDAYDIM GALİBA ,Negatif
Bu ensarcı pezevenk ibne olan değil mi ,Negatif
gerizeka insanlara unf atıyorum mesela öykü,Negatif
hayır kanka bitti her sey ,Pozitif
algıya bak beşiktaş şampiyon olmazsa seyirci azalacakmış ulan gerizeka millet kombine yenilemek için sıra bekliyor angut,Negatif
Mutfağın son halini nasıl buldunuz?,Pozitif
namusunu kıskanmayana deyyus denir,Negatif
bomboş adamsın götveren ,Negatif
Erkek kardeşime yakışıklı birini gösterdim sence bu bana bakar mı diyorum yüreğini sevdiğim o kim ki tipsiz diyor ,Negatif
Rize'nin Çayeli ilçesinde meydana gelen şiddetli yağış sele neden oldu. Selden dolayı bir çok ev ve iş yerinde maddi hasar meydana gelirken otomobiller sel sularıyla sürüklendi.,Pozitif
sapıklarını idam edeceksin Öyle iple elektrikli sandalyeyle falan değil ama Keseceksin cinsel organını vereceksin ağzına Bağıramadan kan kaybından can çekişerek geberecek Kolay bir ölümü hak etmiyor o pislikler ,Negatif
Biraz gerçeklik,Pozitif
Ah Beşiktaş ah..,Pozitif
bugün üşenmezsem kaşımla bıyığımı alacam üşenirsem de götüne koyam ya yeter artık ,Negatif
mal amcik.,Negatif
zorla döl içiricem,Negatif
Harikasın mükemmelsin efsanesin,Pozitif
Davar oglu davarlara inat sort giymeye tam gaz devam..,Negatif
Ceyhun abinin kızı kanserden öldüğü için tüm Türkiye çokk üzülmüş,Pozitif
yarramı sokturtma,Negatif
seni öldürüp köpeklere yediririm,Negatif
Yakın zaman önce Anadolu Üniversitesi'nde açık öğretim Psikoloji Programı açılması girişimi oldu. Bir grup akademisyen arkadaşımızın desteğiyle bu girişim sonuca ulaşmadı. İstanbul Üniversitesi'nde açık öğretim psikoloji programı açık değildir. Açılması da kabul edilemez.,Pozitif
 Beni yakından tanımıyorsan uzaktan eleştirme hakkına sahip değilsin B Marley ,Pozitif
E öldürdü bebeği niye bağlıyoki köpek karı,Negatif
Yer yarılsın da içine girelim ,Pozitif
Teşekkür ederim. Yeni araştırma sonuçları daha kötü ne yazık ki.,Pozitif
 Bir boks şampiyonu ama şöhreti elinin tersiyle itip Kürdistan da adını yazdıran kahraman ,Negatif
Gerzek olan sen olmayasın ,Negatif
Matematiksel işlemleri dümdüz yapan tek ben varım sanırım,Pozitif
siz keklikleri salın yavşak avcılar da avlasın önce avcılığı yasaklayın,Negatif
 Bu ve bunun gibi sapık orospu çocukları yüzünden her gün kadınlar tacize veya tecavüze uğruyor ve öldürülüyor ,Negatif
Şu siteye girdiğim zaman güzel bir şeyler görürüm belki diyorum ama yok bir sürü  orospu çocuğu türemiş gene evrenin anasını sikeyim,Negatif
hoca mı ne hocası oldun lan nasıl sürtük denir onu mu öğreteceksin allahın vasıfsızı ,Negatif
kadının eli değerse güzelleşir herşey yilmek kursiyerlerimizin birbirinden güzel sanat eserleriyle bizleri buluşturuyor,Pozitif
 Hiç bir insan öylesine girmiyor hayatımıza Kimileri Ceza kimileri Bela kimil ,Pozitif
"Tam 25 yıl oldu Patlamış Pirinç le tanışalı, 1995 de İng de, arada da olsa hiç vazgeçemediğim tek abur cuburum Tuzsuz yağsız çok hafif ve lezzetli.",Pozitif
"""Babacan"" duygusuymuş! Okuyunca kan, beynime sıçradı! Bu ülkede ""kalçamızı ellemek"" serbest öyle mi!Kadınlar, neredesiniz? Yargı eliyle taciz kapısı aralanmış, haberiniz var mı?",Pozitif
laf sokmaya çalışma boş boş,Pozitif
Ya of sus boş yapma bi de bir şeyleri kanıtlamış gibi,Negatif
sürekli sikis sokus meme göt favlayan erkek iticiliği,Negatif
bu kapitalist şişko kime benziyor,Negatif
 Sakarya Serdivan da D karayolu yakınında mm obüs mühimmatı olduğu değerlendirilen bir cismin bulunduğu ihbarının alı ,Pozitif
Sakalına sokam senin Sosyal medyanın kısıtlanmasına ramak kalmış yok bakanlık harıl harıl tersine beyin göçü için çalışıyormuş Hasssiktir oradan ,Negatif
"Acıların yarıştırılmadığı, kardeşliğin hüküm sürdüğü bir gelecek temennisiyle.",Pozitif
Merakla beklediğiniz dizinin yeni sezonu yayınlanmış.,Pozitif
Bu süreçte kiminin ailesinden virüs kapan oldu ,Pozitif
Canım oğlum artık Robert Kolej öğrencisi. Hayırlı olsun. Çok zor bir LGS yılıydı. 5 yılı bu güzel okulda geçecek. Alper çok çalıştı emek verdi ve çok şükür emeklerinin karşılığını aldı ve bu harika okulda okuyacak. Allah mezuniyetini görmeyi nasip etsin inşallah,Pozitif
tamamen almanyanın suçu bu gerizekalılara izin fırsat vermeyeceksin bırak çok meraklılarsa türkiyeye getirip kılsınlar `` kafir devlette işleri neymiş ,Negatif
sana ne adi şerefsiz yobaz,Negatif
neyi nasıl savunacaklarını şaşırdılar embesil herif senin rızkını çalıyor ,Negatif
 Dün kadın bugün hayvan cinayetleri Ceren Özdemir in katilinin geçmişinde hayvan cinayetleri var,Pozitif
şeyhlerinin tekkelerinin beyinlerine vurduğu prangaları kuran balyozuyla kıramayanlar pislik içinde kalmaya mahkumlarba,Pozitif
aaa jon sen yaşıyormusun adamım wuw bak bu avukat hiç olmadı kısa sürede olsa delikanlılık yapmış fakat sen kendi eşinin bile gösterdiği cesareti zamanında göstermemiştin Hatırla şimdide batılı kafir ülkelerinin arkasına saklanıyorsun aynı bu şekilde korkaklık manzaraları ,Negatif
bizim tartı 2 kg fazla tartıyormuş tamam daha fazla zayıflamayacağım tamam,Pozitif
hiç ellerin tasi bana degmez ille dostun gülü yaralar beni hayirli günler günaydin,Pozitif
valla ben çalışan tayfa idim bilgisayar mühendisi adayı oldum sürünme noktasında değişen,Pozitif
Adamlar Müslüman ve orada ibadet ediyorlar Bre kafir Sen kimsin kimsin seen ,Negatif
"Milli Eğitim Bakanı Selçuk: Verilere bakarız, ağustosun sonundaki, eylülün başındaki tabloya göre hareket ederiz. Denilirse ki 'Bir süre daha açmayın, uzaktan eğitime devam edin', biz devam ederiz, hiç sorun yok",Pozitif
oç vakası,Negatif
 Ahhh Ahhh evde kocasına çay yapmaya aciz lakin burdaki sanal sevgilisine aşk için destanlar yazan abaza ablalarımız,Negatif
bunca bela başımıza geliyor hala mı akıllanmadık şu günahsızlara sahip çıkamıyorsak yazıklar olsun bize yazıklar olsun bu düzene,Pozitif
 Zelihaaydogdu Sen xerdir oğlem kaynanay ölsün ,Negatif
hadi len ordan pislik herif,Negatif
server açık testleri yapmaya başladık,Pozitif
"Ee, yediniz içtiniz, konuşun bakalım! ",Pozitif
Nazım hikmet oç mu,Negatif
"Allah'ım dua bekleyen hasta kullarına şifa ver!"""" diyebilir miyiz?""",Pozitif
Anasının amına koduğumun terörist orospu evladı gelmişini geçmişini mezardakilerini sikeceksin böyle tabutunu siktiklerimin piç evlatlarını çürümeden içerden çıkarsan senin ben gözlerinin nurunu sikeyim,Negatif
endorfin yükseliyorsa seratonin de yükselsin,Pozitif
 Adana da ve yaşlarındaki iki çocuğunu istismar eden baba cep telefonunda tespit edilen çocuklara ait `` müstehcen görüntüler sebebiyle gözaltına alındı,Pozitif
Benim ki evlenmeden olmaz demişti yaşadığım en büyük şoktur,Pozitif
sikiş,Negatif
nasıl mutluyum nasıl mutluyum anlatamam,Pozitif
haltercilerinki kadar tipsiz bi vücut görmedim cüce gibi aynı,Negatif
şu müzik eşliğinde ulaşı bekliyorum,Pozitif
tel kapalı şeker )),Pozitif
Gerzek katılanlar bize para verin diye katılmadı devlet Temmuz gazilerine verilecek diye para topladı ikisi farklı şeyler Alan alır almayan almaz sen devletsen vereceğim diye bağış topladıysan üstüne yatmak olmaz verirsin almayan gider nereye isterse oraya bağışlar ,Negatif
Gerçekler meydanda,Pozitif
Kral neden eco değilde jeton bizide aydınlatır mısın ,Pozitif
ahmet sen yalaka mısın,Negatif
 nasıl olsa ilk fırsatta gidiceksiniz neden sizi sevip güvenelim ki diyip hep salak gibi güvendik ,Pozitif
Sirf gozume battgi icin atiyorum,Pozitif
Olmayan Suça Müebbet,Pozitif
"MESAJIMIZIN ULAŞTIĞI HERKES, bugün dışarıda maskesini takıyor, mesafe kuralına uymak için çaba gösteriyor mu?",Pozitif
Konut fiyatları tavan yapmış.,Pozitif
biri iki yüzlüydü diğeri yüzsüz gül gibi geçinip gittiler orosbu çocukları ,Negatif
hanim abla cast ajansi  puan vermiyor yalaka yapmaya gerek yok bosuna yorma kendini  bademciklerine  yazik ,Pozitif
Exatlon futkan okum cenabet mi gittin oralara bi insanın her cezada başına bi şey mi gelir tam bir ergen ibne,Negatif
Beynine sokam senin yaw ,Negatif
Henüz hiç tiktok kullanmamış merak edip bakmamış bakanları orda vakit harcayanlarıda aptal gözüyle gören biri olarak söyleyebilirim ki bu uygulama bir arika dostum,Pozitif
Başın sağolsun Allah ailesine ve sana sabırlar versin ,Pozitif
Umpah umpah stilisten daha igrwnc daha sikik bi stilist gelir mi diye cok sormuştum kendime geliyomuş demekki igrenc bok gibi accccccayip basit duruyp hiç revel havasi yok ayrica seulgi mutasyon gecirmis gibi duruyo,Negatif
Üzümlü kekim,Pozitif
tff ve türk hakemleri hepiniz satılmış köpeklersiniz ilk defa bu kadar sinirlendim gerçekten bu kadar alenen yapılmaz bu kadar pislik,Negatif
Aşırı cringe aşırı,Pozitif
Allah güç kuvvet versin ,Pozitif
Adıyla bağdaşmayan bir orospu çocuğu daha,Negatif
Az önce Googlea gaz fren sağ sol araması yaptım... sağınızı solunuzu bilmemek çok acı..,Pozitif
 Ateş olsalar cürğmleei kadar yer yakarlar Allah doğrunun yanındadır ,Pozitif
senin oldugun yerde abaz olmaz mı,Negatif
 Sezen Aksu Ben De Yoluma Giderim ,Pozitif
"Konya'nın Çumra ilçesinde silah zoruyla gar tuvaletinde tecavüze uğradığı Sadık Akman'ı öldüren Saliha Ö.'ye 12,5 yıl hapis cezası verildi. Saliha Ö.'nün mahkemede anlattıkları kan dondurdu!",Pozitif
inatlastiginda fena yoruon duygusal topsun kesin sorcan bana hangisi benim diye kafan sokim ,Negatif
Abi derimi yüzdü bu şerefsizler,Negatif
Hata yapmak ve ders almamak ben iflah olmam jdlfkdşslxl ,Pozitif
isminde M ya da E  harfi olanlar çok mutsuz,Pozitif
ağzın bal yesin endericiğim mimiklerine kurban senin  kaybetmekorkusu,Pozitif
NAPIYON LAN GÖT VEREN GÖT KILLARINA KADAR BEYAZLAMIŞ GÖTÜN YEMİYOR GAVURİLLERDE YIRTIYON LENDİNİ YIRT YIRT DAHA ÇOK YIRTACAKSIN BİZİM MİLLETİMİZİ SİZİN AĞA BABALARINIZ MEMELEKETİNDEN ETTİ ŞEREFSİZOĞULLARI NEREDESİNİZ ŞİMDİ HANGİNİZ VAR YAVŞAKLARRRRRRRRRRRRRRRRRRRR ORDUSU KAYBOLDU ,Negatif
sen gerçek bir karaktersizcibiliyetsiz şerefsizşuursuz ve gerizeka domuzun  tekisin,Negatif
 Allah size akıl fikir versin sizin de işiniz zor,Pozitif
kitap okumayı sevenlere karşı değilim ama ben zaten hayalperest bir insanım beni kitapların daha çok dibe itmesindense gerçeğe yöneltmesi gerek. realitede kalmak için verdiğim savaşı bir ben bilirim,Pozitif
Seni anlatıp duruyorum insanlara Hiç nefret ede ede sevdiniz mi Günün tavsiyesi sevmekten vazgeçmeyin Kısa ve öz Canımı yakanın canı yansın ,Pozitif
of efkarlandim ,Pozitif
"Müge Anlı'nın bu sabah olan programından. Bir oyuncağın fahiş fiyatlarla satılıp ama aslında oyuncak değil çocukların satıldığı söyledi, çocuk ticaretine değindi. Sosyal medya kullanmayan veya kullanıp da gündemden haberi olmayan herkesi uyardı.",Pozitif
En umutlu anlarında bile kederle karşılaş,Negatif
Hah gelmiş bir yunan dölü daha Atatürk'ün sizi siktiği yetmediyse söyleyin bir de biz sikeriz sizi ayıpsın,Negatif
İlkokul birinci sınıftayken herkes ayağa kalkıp kimden hoşlandığını söylüyodu benim hoşlandığım çocuğu başkası söyleyince ben de ani bir karar değişikliğiyle boşta kalan çocuğu söylemiştim,Pozitif
Şu röportajı izlerken benim boğazım düğümleniyor. Haydi herkes bir yetkili etiketlesin,Pozitif
takma kafana sn zındık bu da geçeer,Negatif
nazar değmesin diye paylaşılamayan şeyler.,Pozitif
Ayvalikta Sarimsakli tarafina yakin `` yeni carahori koyü var kucukkoy diye de geciyo cundadan daha guzel kesinlikle Eski bizans koyü pek bilen yok Tavsiye ederim ,Pozitif
"Sorsanız herkes müslüman..Gerçekten sinirleniyorum.. bu kadar müslümanın yaşadığı bir ülkede neden bunlar  yaşanıyor..ahlaki, siyasi durumunu bir kenara bırakalım Günah ya GUNAH ..bir ağaç dikmenin sevabını bilseniz hayvanlara ev sahipliği yaptığı için çok sevap..vicdansizlar",Pozitif
Adaletin bulunmadığı yerde herkes suçludur Sen gidince neler çektim anlatsam bana ne dersin Bazen sana kırgın olduğumu unutup özlüyorum ,Pozitif
Dut ağacından istekayi avradı mahil bölgene sokayim,Negatif
"Kitler ekmek su gibi satılır olmuş, ticaretine bile döktülerse işi.. Maalesef gitmek gereken yerlerde içinde kurşun olmayan bu cihazla bir kaç defa beni vurdular.",Pozitif
Batın zulmünün ve küfrün tek millet oluşunun ıspatıdır ,Pozitif
"Hayatın türlü çağlarına hep taptaze geliriz ve yaşamımız ne olursa olsun, çok kere tecrübeden yoksun bulunuruz.",Pozitif
Şerefsizlik paraylamı şempanze gibi atlamış sanki bir halt edecekmiş gibi soyu kırık tipsiz ,Negatif
Müebbet hapis cezası alan ilk ve tek köpek PEP Pensilvanya valisinin kedisini öldürdüğü için yılında müebbet hapis cezası almıştır ,Pozitif
Sen müptezelsin o yüzden ,Negatif
 Gafil olursa ,Pozitif
He yarrak aynn,Negatif
YTÜ'de öğrenci kulüpleri ve öğrenciler Cinsel Taciz Önleme birimi kurulmasını istemişti. Talep gerçekleşti. Cinsel Taciz Önleme birimi üniversitede kuruldu,Pozitif
Ağlak orospular bnden uzak durablr mi hemen su an,Negatif
hayırlı günleriniz olur inşallah,Pozitif
Duvak açma yerini maske takmaya bıraktı,Pozitif
senin gibi aptal bir hoca olursa başımızda olacağı bu,Negatif
 Her Gündemde Her tiwitimizin altına salça olan şizofren tayfa,Negatif
çizgiler az gelir hocam bu işin piri desek daha iyi iyiki varsın bu zorlu yolda önümüze ışık sınıf iyiki varsın tebrikler,Pozitif
dileriz tez vakitte israil e de demokrasi gelsin,Pozitif
evli çiftler ve tek bayanlar hepside erkek sağlam birtane evli çift veya tek bayan yok hepsi yalan dolan amk,Negatif
 Ismail sen benim hemşerim olabilirsin ama kardeşim olma ihtimalin yok benim kardeşim dediklerim vatan ,Pozitif
Kişiliksiz Melih,Negatif
sende mi adisin itin dölü ne işin var twitter da mk,Negatif
Sevdik çok sevdik Sen değil seni sevmeyen ölsün ,Negatif
zaman değişir duruş asla cerrahpaşaduruşu,Pozitif
o kemiği bir taraflarına sokturma bana madem takıyosun hakkını ver başındakinin al işte bir nankör evladı daha ,Negatif
Kayserispor keske yok olsan sadece.. var olmasan artik.. yok ol nolur,Negatif
neyse bu ruya beni supheye dusurdu ydtyi kontrol etmek istedim ama cevaplarin cogunu unutmusumdur,Pozitif
hayırlı günler,Pozitif
"ağlayarak yazmak isteyenler için, gözyaşı korumalı, su geçirmeyen günlük gelmiştir.",Pozitif
Madde çıkara dayalı bir ilişki yerine Galatasaray ı tercih et ,Pozitif
bu adam kaç aydır boşa linçleniyor aq moodum budur bugün,Pozitif
bizim oğlan geçen internet mi daha önce icat edildi yoksa bilgisayar mı dedi  tam salak muamelesi yapacak,Pozitif
bu hafta yine hiçbiri kazansın istemiyorum hepsi leş dün ozan amcayi takdir etmistim ama o da ukala çıktı,Pozitif
koskoca ismim yaziyo orda andaval kopek,Negatif
 kadının sahip çıkılmaya ihtiyacı yok dokunma yeter ,Pozitif
"Atilla Özdemiroğlunun kızı doğduğunda tebrik için hastaneye giden Levent Yüksel, Atilla Özdemiroğlu vefat edince Özdemiroğlunun kızı ile sevgili oldu.",Pozitif
annem de betesayı kabullenmeye başladı o gün jinin attığı selcayı gösterirken feels geçiriyodum bana baktı güldü fotoya baktı,Pozitif
Can Dostunuz İçin Adım Adım Köpek Kulübesi Yapımı PetHayvan HayvanBakım https t co kL FOi qsk ,Pozitif
ŞANSIMI SİKEYİM,Pozitif
yarın akşam yüksek sesle bilgisayar oynamaktan mı yediniz yine,Pozitif
gözler ki birer parçasıdır sende ilahın,Pozitif
Bir önceki tweetimide yanlış anlayalım hadi asil yedek mevzusunda delil olarak koy önüme aptal ,Negatif
ağlayan kim lan gebeş,Negatif
Ankara'da köpeğe tecavüz ederek ölümüne neden olan Volkan Uzun isimli erkek serbest bırakıldı,Pozitif
AKP li belediyeli şehirlerde olunca KADER ALLAH tan İMTİHAN v s AKP li belediyeler haricinde TR de ya da dünyada olunca Allah bela veriyor iyi çalışmıyorlar tedbir almıyorlar v s Oysa afetlerde en çok can kaybı ve yıkım AKP li belediyeli şehitlerde oluyor yolsuzluklardan ,Pozitif
"iyi oynadıkları zaman nasıl methiyeler diziyorsak, hata yaptıklarında eleştireceksin lubalilik yok",Pozitif
 SONUNA KADAR HAKETTİN ,Pozitif
Seninle şöyle,Pozitif
Yahu bir havalar bir havalar toplasan tane arkadaşı yok sürekli aynı kişi ile göt göte ay şu çocuk çok ezik şu şöyle yapmış diye dedikodu yapar acınacak durumda hala millete bok atıyor arkadaşım demeye utanıyorum ya ,Negatif
yalnız kurt yenilmemeli ,Pozitif
yav ne şerefi ne haysiyeti yahu bunlar hırsızdır hırsız ağzını yayarak bahaneleri sıralar kahpe oğlu,Negatif
çikolata yemekten asla vaz geçemem ya aşk bildiğin,Pozitif
elanur ablanın yeni şarkısı çıkmış git dinle hemen ezik d ,Negatif
allah hikmetiyle bir kapıyı kapatırsa rahmetiyle diğerini açar ya rabbi bu mübarek cuma günü hürmetine bizlere hayırlı kıl,Pozitif
Varağı yiyorlar?,Negatif
Lan dağda yaptım ben askerligimi psikoloji sine sokturma şimdi biz bilmezmiydik sıkmayı kaçakçıya teslim olan teröriste dahi sıkmadık emir miş geç o ayağı halka sıkmak nedir ilk o emri verene sonrada kafana sık ,Negatif
bighitin de keske eline yapışmasa da bi alıntılasa bi rt falan yapsa gerzek ,Negatif
Salak beceriksiz Napoli senin amına koyam takım gibi ben ,Negatif
Sırada göbeklitepe var hemen putlar yıkılıp camiye çevrilmelidir ,Pozitif
domal sikerim seni,Negatif
kendi halinize bakın yalaka köpekler,Negatif
sizce galatasaray Musleranın tokluğunda hangi kaleciye yönelmeli İyi yayınlar ,Pozitif
Ikna etmek istediklerin inşallah aptal değiller ,Pozitif
Ne yazıkki beceremediler demiyor tiyatro diyor pezevenk ,Negatif
ceyhun sir ağdaya sör ağda diyo bu bana komik geldiği için utanmalı mıyım,Pozitif
Domal amk kızı gotunu sikicem ,Negatif
kargoyla beraber lira,Pozitif
 Şeytan tahtını insana kaptırdı ,Pozitif
gelse yeme böyle yarra,Negatif
 aptal orospu çocukları fotoğrafımı kullanarak kurgu yapmışlar aptal orospu çocukları ,Negatif
Asıl sen kendi tipine bak şap şik ,Pozitif
