tweet,sentiment
Lağım ağızlı Levent,Negatif
"86,Ben aşırı eğleniyorum şuan",Pozitif
ben de şuan kendimden nefret ediyorum doğal olucam diye paspal oldum bence,Pozitif
sizin gibi gençlere yazıklar olsun,Pozitif
Yüzleşmeye az kaldı şurada. Vakit buldukça eski bölümleri izleyip dikkatimi çeken yerleri kaydediyorum,Pozitif
hollandalardan havlama amcık pezevenk,Negatif
Ne kadar gerzek varsa toplanmış maşallah çok biliyorsunuz kendine güvenen gelsin adayı adaların durumunu neyin kolay neyin zor olduğunu tartışalım geri adım atan bizimkiler size kalsa herşey çözüldü ,Negatif
Bizim modernleşme hikayemizi Vahhabi çöl yobazlarına haddini bildiren Sultan II Mahmud yazdı Vatanındaki işgalciye yaranmak için Türk ordusunu kafir ilan eden softaları asan Halâskâr Gâzi yazdı Tam da o bahsettiğiniz masallar bizi medenî âlem karşısında aciz bırakmıştı ,Pozitif
S etmek antidepresandır ,Pozitif
"Arkanda yeşil, önünde mavi.",Pozitif
mutlu olmayı haketmiyorsun,Negatif
Bunların alayı şizofren,Negatif
sakso mu çekecek kahpe,Negatif
hele hele sen kim kopekk trollden anlamayan andaval,Negatif
Adınız dost sadece,Pozitif
Hırsız oç ları,Negatif
Biriniz bari tipsiz olsaydınız İkinizde bu kadar karizmatik olamazsınız ,Pozitif
Özlenen zamanlar,Pozitif
Gel gör ölüsünü görüyorsun anca burdan atıyorsunuz Amac sadece yorum almakmı ,Pozitif
 Yoldaşlarıma Sizden ricam bunu imzalayın ve yayın lütfen çünkü istanbul sozlesmesi yasatir ,Pozitif
"İfadeler, sözlerden daha seslidir ve Sago sessizlerin sesidir.",Pozitif
`` Vasiyetnamenin tamamını açıklarsak hem Türkiye hem dünyada yer yerinden oynar İşte bugünkü kararın özü budur ,Pozitif
bu millete  politikacılar atatürkün emperyalizime karşı oluşunu ve modernite ile batılaşma çabasını yanlış anlıyor,Pozitif
allah askina in ne ya ,Pozitif
"""Ayşe tatile çıksın"" parolasıyla tarihe geçen Kıbrıs Barış Harekatı, Rum mezalimi altındaki adayı 46 yıl önce barışa kavuşturdu. Türk Silahlı Kuvvetleri 498 şehit verdi. Kıbrıs Türk tarafından ise 70'i mücahit, 270 kişiyi can verdi.",Pozitif
Evet. Belirttiğim gibi takriben %70'i.  ,Pozitif
beyazshow vasatın altında kadro sıfırın altında sıfır resmen,Pozitif
cüce gezegen in halkaları keşfedildi,Pozitif
anayasayı sana hazırlatmayanların da allah belalarını versin,Negatif
Bu ülkede psikopat bitmez abi neyin kafasını yaşıyosunuz siz,Pozitif
Cok değişik bir senaryoymuş ,Pozitif
Ayasofyanın statüsü gram şeyimde değil açıkcası,Negatif
whatsappdan söyleseymiş pezevenk,Negatif
 kere Enes Batur diyen aklına sokayım seni seviyom ,Negatif
18 yıldır iktidarda niye dönmüyorsun Pezevenk .,Negatif
Haberi okumadan yorum yapmayın Konuşan Ndiaye ,Pozitif
 Yanımızda olmayıp Duâlarımızda Ve Yüreğimizde Olanlar var Allah ım tez zamanda kavuştur bizi Sana emanetler Lakin de ,Pozitif
Geber mahlukat insan bozması yaratık! ,Negatif
Sürtük ben Hatay lıyım ,Negatif
"Süleyman Hurma: ""Yabancı sınırlaması varken biz İngiltere'den 8 yiyorduk, kaleye şut attığımızda seviniyorduk.",Pozitif
siktigimin yalaka köpekleri,Negatif
"Huysuz Virjinin adını aldığı kantocu küçük Verjin hanım. Aslen Ermeni olup Rum okulunda okumuş, yine bir Rum olan Kemani Yorgo Beyle evlenmiş ve Rum Ortodoksluğuna geçmiştir. Adile Naşitin anneannesidir.",Pozitif
Koskoca bir 2019 yandı kül oldu mu diyeceğiz,Pozitif
huzur inceden yağan yağmurun sesidir ahmak islatan cinsinden,Pozitif
Şuraya herkese yetişmekten kendisine geç kalan birilerini çizelim.,Pozitif
 Erkekler bize Allah tarafından gönderilen belalardır desem oluyor mu acaba ,Pozitif
kolay yetişmiyor aga varlığı olay yokluğu koyar,Negatif
anneler için ulaşımı ücretsiz yapmanız madden değil manen öyle anlamlı ki. Yanınızdayız demenin güzel bir yolu.Çok teşekkür ederim size ve çalışma arkadaşlarınıza,Pozitif
beyinsiz insan olmak tamamen budur,Negatif
Hilal canım Boşuna Psikoloji okumadın Bu aralar psikolojim iyi değil Ne önersin bana Doğru yaz Öldürürüm seni ,Negatif
Senden daha acayip birşey var mı Sarıklı ama İsviçre saatli ne olduğu belli olmayan tipsiz ,Negatif
Acun bizle oynama ne kadar manyak olduğumuzu her kes biliyor Seni bile zıplatırız barismuratyagci ,Pozitif
Bu ülkede neden bütün kararlar tek bir kesimi mutlu etmek içi alınıyor Bizim yaptığımızı avrupa ülkeleri yapsa aynı kesim salyalar saçarak etrafa saldırır ,Negatif
ananı sikeceğiz 14 hafta kahpe galatasaray,Negatif
"Atam Türk milleti çalışkandır, Türk milleti zekidir deyince ben de çalışkan ve zeki oldum. Atamı kırmak olmazdı.",Pozitif
"Bu arada Cufra üssünü vurmamızın, Watiya ile ilgili olduğunu sanmıyorum. Watiyanın intikamı daha ağır olacaktır",Pozitif
Aşk da zaafların en kötüsü kendine saygını yitiriyorsun,Pozitif
Güz dönemi de online olacak haberlerini okuyorum,Pozitif
kanalı youtube un en başarılı kanallarından biri inanılmaz mütevazi bir abimiz satranç oynuyor ,Pozitif
Tepesinden yumruğu yemiş; yumruğun şiddeti ile cücüğü ortaya çıkmış soğan,Pozitif
her seyin anasini sikiyim,Negatif
Dünyanızı sikem ,Negatif
Aşkı fahişe ettiniz kardeşliği piç etmeyin ,Negatif
kıskançlık krizine giren adam da evli he bi de bu öldürme hakkı mi veriyor aq anlamadım m ö den falan mi geliyo ,Negatif
tahir senin de ağzına sıçarım şu kıza düzgün davran dangoz gelyarim,Negatif
Saray şakşakçısı olmak gerekiyor sanırım amkduklarım ,Negatif
İcimizde ki Bizans artıgı Yunan lılar isim degişitirip bizden oldugunu iddaa eden Rum Yahudi Ve bilimum dönmeleri tanımak icin tarihi fırsat Ayasofya nın acılması onları cıldırtacak ve ortaya dökülecekler dikkatle izleyin cemkirenleri şimdi ,Negatif
 Anlamıştık...Bu bakışların bir anlamı varmış demek,Pozitif
kolunu bacağını kırıp eline vericem senin az kaldı kaçarın yok,Negatif
bu da kafayı yedi,Pozitif
Az sık ,Pozitif
bu camia neden yarra yemiş diye soranlara yanıt niteliğinde,Negatif
"Ben ülkemizin geleceği olacak bir kadının ölmesini istemiyorum,ışığı sönsün istemiyorum. yanındayız güzelim gözyaşların Karşılıksız kalmayacak ",Pozitif
Taklitci imansızlar Sizin gibi haram kazanıp yiyenler yüzünden bu islamın cektigi ne iman sahibiysen bu yaptıgın ne Cevabını bunun kendiniz verinde görelim Ama muhtemelen kiralık satılık aşagılıklardansınız Tiyatrocular sizi ,Negatif
ilk kendi bi bok yiyip karşılık alınca da sanki o boku ilk kendi yememiş gibi yha ben naptımm uğraşma yhaa,Pozitif
Sevdilerinize sımsıkı sarılın ,Pozitif
kepekli grissiniye çikolata sosu sıkıp yediğim doğrudur,Pozitif
Köpeğim suratına sıçsın senin namussuz karı,Negatif
bırakın artık şu doğa katliaminı,Pozitif
 sene geçti ancak ne bizim acımız dindi ne de onların nefreti bitti Avrupa nın göbeğinde bin Boşnak yalnızca Müslüman oldukları için katledildi Sırplar bize Türk derdi Müslüman olduğumuz için Bosna da kim Müslümansa Türk tü Aliya İzzetbegoviç ,Pozitif
"Akp tipki 9 eylulde yunanin denize dokulecegini anlayinca izmiri yaktigi gibi,ilk secimde gidecegini anladigi icin endegerli deniz gorur araziler bir bir yaniyor.",Pozitif
 Yahu boş adam hayatını tetikçilikle geçiren gerzek aylar önce yazdın boş çıktı Sen rahat ol Senden mi korkacağım a ,Negatif
"Yaşamayı ciddiye alacaksın, ",Pozitif
su katılmamış bir vatan hainisin yavşak,Negatif
niye andaval gibi oynuyn bu oyunu ya çok sinirlendim şuan aptal düzgün oyna,Negatif
şaka mı la bu andaval,Negatif
Ananı sikeyim senin orospu evladı,Negatif
he ben takipten ciktigini goremiyom sanki andaval suratli,Negatif
sana noluyo lann apacinin avukati misin,Negatif
"Nerde olduğumuz fark etmez, bastığımız toprağa bir meşe palamudu, bir fidan bırakalım. Gelibolu için karınca misali su taşı",Pozitif
İnadına inadına birlikte beraber ortalığı ırk adına karıştıran alçaklara karşı bir olacağız benim ırkım değil benim Peygamberim Hz Muhammed sav diyeceğiz ,Pozitif
onbeş yıldır aynı bku zırvalıyorsunuz gerizeka sürüsü,Negatif
şişko insanların duyguları incedir lütfen onları incitmeyin,Negatif
Senide biraz abartmışlar ,Pozitif
konuşma lan sikik,Negatif
"Adam boşanır boşanmaz, tekne turlarında fink atan yalandan ayrılmış numarası yapan utanmazlar",Negatif
 Kimseyle ilgilenmiyor kimseyi merak etmiyorum Hayatımda eriştiğim en güzel kafadayım sıfır stres ,Pozitif
soğan zarı midede erimez,Pozitif
İnsanlara birde laf mı anlatıcaz ,Pozitif
Sindiremedinse hasettinden geber,Negatif
AQ OC KÖPEĞİ,Negatif
takipcimin  kerhane de  sökülmek istiyormuş fantasisimiz,Negatif
bune yaaa gıy gıy gıy beynimizi sikti,Negatif
Seni makasa aldılar mı lan. Topsun diye. Yavşak,Negatif
bu gerizeka bir bok bilmiyor takım taraftarın gazına oynuyor acilen kovun yoksa herşey için geç olabilir,Negatif
Zoruna mı gitti,Negatif
edepsiz barış sayko barış barzo barış,Negatif
kahve pazar sabahlarının aşifte konuğu cilvesi köpüğündezarafeti fincanındaalbenisi özünde saklıasaletiyse kendinden menkul,Negatif
"Artvin'in Arhavi ilçesine giden sanatçı Haluk Levent, ilçenin simgelerinden olan Kamilet Vadisi'nde bulunan Çifte Köprü'de yöresel çalgılardan tulum eşliğinde gitar çaldı, şarkı söyledi.",Pozitif
 Tüm twitlerin tek özeti ,Pozitif
 Kardeşlerim hiçbir yerde adam akıllı haber bulamıyoruz Son durum nedir Kaç şehitimiz var Ve kaç tane köpek öldürdük Ya ,Negatif
bu fotorafi daha kac kisinin sayfasinda gorecegiz yalanci orosbu cocugu ollsun,Negatif
Allah ıslah etsin,Pozitif
"Rusya'dan turistler gelebiliyor, avrupadan da gelebiliyor, yurt içi turizm açık, sokakta, çarşıpazarda herkes her yerde, mekanlar neden 24te kapanıyor? okullar eylülde açılıyor ama üniversitelerin sonbahar döneminde açılmayacağı lafı dönüyor... bir saçmalık mı var ben mı salağım?",Pozitif
Bir insanın 29 yaşına kadar seks yapamaması toplumsal bir sorundur.,Pozitif
Gördüğüm en mantıklı isteklerden biri yaşından sonra mal satmam için akıl sağlığı raporu lazım ama dünyaya bir can getirmek veya başka bir canla birleşmek için her şey serbest ,Pozitif
Mezun olduğumu zannederken 2 tane dersimin 2.sınıftan kaldığını öğrendim ve mezuniyetim gerçekleşmedi. 6 sene içerisinde 3-4 farklı sistem kullanan Gebze Teknik güzel umutların katilisin.,Pozitif
 Katlanamiyorum Hiç bir şey ifade etmiyor Biz yerimizi değil haddini bilecek ,Pozitif
az önce markete girdim bir kadın kasap reyonundaki çalışan çocuğa bağırıyo `` ben bir profesörüm kadın çıktı gitti mevzuyu öğrendim saat önce aldığı kıymanın içi kararmış sokayım senin profesörlüğüne ,Negatif
 F lerin parasını verip alamıyoruz S leri ise alıp kuramıyoruz Bilmem kaç milyar yıllık devlet aklının bir bildiği ,Pozitif
Senin Allah belanı versin emi Adi pislik sürüne sürüne geberirsin inşallah ,Negatif
Mutlu olmak için bir şeylere sahip olman gerekmiyor.,Pozitif
 Birlikte rahmet ayrılıkta azap vardır Hasret bitti şimdi vuslat vakti Şükürler olsun ZincirlerKır ,Pozitif
Nusrette tokatlanan etleri lüp lüp götürüyorsunuz ama bayramda kurbana cinayet diyorsunuz sizin zihniyetinize sokam ,Negatif
fazla isinmis ampul kokusu aliyorum amk yobazlari sizin ben turban takinca girdiginiz ahlakli rollerinize de bir kopekteki kadar merhamete sahip olamayisiniza da sokim ,Negatif
 ve oluşan Bakanlar Toplantısı nda ,Pozitif
Ailede bi tane OC var yurumedigi insan kalmadi.,Negatif
Boğaz da kamuya açık olan yalı nasıl restorant oldu önce bunun cevabını ver girişimcisin ya?,Pozitif
bunlar milleti kendi seçmenleri gibi ahmak mı zannediyor,Negatif
Çok mutlu oldum oğlum benim mesajımı aldı okudu çok sevindim,Pozitif
 muratylddz Hay sikem böyle aşkın izdirabini ,Negatif
sakın görünüşe aldanma,Pozitif
Götveren tepkilerinizi kendinize saklar mısınız ,Negatif
teşkilatların ender yetiştirdiği başarılı bir kardeşimize beykoz da devam ediyor,Pozitif
tellerimle snapte nasıl mutluyum anlatamam,Pozitif
"Hakkıdır hür yaşamış bayrağımın hürriyet, hakkıdır Hakka tapan milletimin istiklal..İstiklal uğruna bu toprakları kanıyla sulayan Yüce Türk Milletine saygıyla",Pozitif
şüphesiz benim namazım da diğer ibadetlerim de yaşamam da ölümüm de âlemler rabbi içindir,Pozitif
sikdir faise,Negatif
Hergün Cuma namazına gitmiyor en azından İyi tarafından bakmak lazım Onu da diyenler var ,Pozitif
 Üfff sen köpek olcak kız mısın istersen yarın gel evimde kraliçe olarak başla ,Negatif
Gergerlioğlu'nun Şenyaşar ailesi ile adliyeden yapmak istediği canlı yayına izin verilmedi,Pozitif
"Aslında, son 50 yılda yanan orman arazilerindeki özel yapılaşmaları bila bedel kamulastıracağız, oraları tekrar ormanlaştırmak için yapılan giderleri de eski maliklerden tahsil edeceğiz diyecek bir parti iktidar olur mu bu ülkede ?",Pozitif
Kadınlara silah kullanma eğitimi ve taşıma serbestliği getirilmeli baktın sapık çek vur gebert pezevengi ,Negatif
kıyamet çok yakın bence de amk,Negatif
Utanmaz ahlaksız pezevenk Topal seni doğurandır Fetö piçi Gelde burda konuş götlek ,Negatif
çocuğu sigara içiririm yoksa diye tehdit etmek nedir ? o yaşta bir çocuk küfür etmeyi nasıl öğrenir ?,Pozitif
Ulen şimdi Foça da bira içmek vardı ,Pozitif
Biri de çıkıp bu götlek moruğu dövse cezası yok demekki ,Negatif
sus lan yavşak   izleme götüm zaten siz fakirlerin netfilixi mi olucak  amk 18 yüzyıldan kalma kafayla yaşıyorsunuz,Negatif
senin doğmamış çocuğunu öldürürüm,Negatif
sana ne lan liboş,Negatif
 olarak verimliliğin artırılması maliyetlerin düşürülmesi ve milli tarım teknolojilerinin kullanılması amacıyla ,Pozitif
İsmi ile müsemma olan Hamza Tekin Ayasofyanin cami olmasına güzel bir sey olmadı diyerek sataşan satılık bir ite haddini bildiriyor ,Negatif
sahiden bu yaptığın iş değil kalbine biraz dokunsan yeter ,Pozitif
neden öküz gibi bakıyorsunuz acaba,Negatif
 şöle bi kehanetim var bugün millete mal sattırıp toplayacaklar bayramdan sonrada gaplı açıp kimseye mal aldırmayac ,Pozitif
daha lavuk dun yanimizda agliyordu kimseyle kafam uyusmuyor diye simdi fink atiyot milletle aw,Negatif
Yunan in dünyanın delirdigi gün olsun bugün Gün bizim günümüz gün müslümanların günü Ayasofya ,Pozitif
highlight hayal oldu zaten bekleyen kafamı sikem ,Negatif
hem dombili olmussun hem bikac iq kaybetmissin,Negatif
siktir git lan burdan sokuk,Negatif
sen kiz ya da erkek ol takiplemeye devam et tamam mi bebegim yuzsuz orospu cocugusun sen onlara ses cikarmazsan seninde anani sikeyim ,Negatif
Müslümanlığınız gözümü yaşartıyor ,Pozitif
 Berkan Nisoo sana bi sozum vardi bak burdaa duygulandirdin babako emegine saglik ,Pozitif
"Ayasofya herhangi bir dinin değil aslında bir sınıfın sembolüdür. Krallar, sultanlar, tapınağıdır. Bu vasfı hiçbir zaman değişmedi. İki kez halk isyanı sonucu yıkıldı. Temelinde kölelerin alınteri, kanı ve gözyaşı vardır. Peygamberler gelse oraya girmezdi.",Pozitif
işte bu yalancılar müslüman ,Negatif
sonuç erdoğan engellemeliydi şizofren sığır takımı ,Negatif
 fancy dans edecekseniz instrumental hali ile edin beni böyle mutlu eden ve eğlendiren bir şey olamaz ,Pozitif
bu fırtına da kafama bir şey düşmediği için mutluyum,Pozitif
 milyon insan sizlerden gelecek olumlu bir yanıt bekliyor BİZLERE bir kere şans tanıyın biz söz veriyoruz ,Pozitif
Şerefsiz kere şerefsiz.,Negatif
Vay vayy vildana bakın siz  insan degeri bu kadar işte. Klasik akepe zihniyeti.,Negatif
 Ali İsmail öldürüleli yıl geçti O güzel gülüşü hiç eksik olmayacak hayatımızda Metin yıl kutl ,Pozitif
beyazlar içinde yine süpersin yakışıklım,Pozitif
bu angut yargıtaydan ceza çıkacağı duyumunu mu aldı yoksa yalvarıp duruyor,Negatif
"%23 bence az, bu olsa olsa zamcık olur.Zam dediğin en az %70 falan olacakki hissedesin.Şahsen %23 beni kesmedi, birşey hissetmedim.",Pozitif
Uçur beni rüzgar,Pozitif
bunu evdeki de aldatıyordur,Negatif
"ben bu sefer 10 partlık değil,en az 20 partlık sms videosu görmek istiyorum. bunun için de official'a para atmalıyız",Pozitif
bugün ksilofon ve ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum,Pozitif
Keşke hep yanımda olsan Onun ses tonu dinlediğim en güzel ş rkı Sen benim ait olduğum yersin Git varsın seni eller mutlu etsin ,Pozitif
NE KADAR ÇOK ÇALIŞIRSAK O kadar iyi,Pozitif
sembolikde olsa kralı kraliçesi prensi prensesi arşidükü olan ülkeler orospu çocuğu ülkelerdir,Negatif
elin oğlunu sikem diyip ayrıldım bende ,Negatif
exatlon parkuru survivor parkurlarından daha güzel ,Pozitif
İki milyon olmadan bırakanları malum şahıs ölsün öğyk TarihYazdı BarışMuratYağcı ,Negatif
Sen misin lan bu ,Negatif
o bahsettipin orospu evlâdına burdan sesleniyorum  7 sülalenin amk senin,Negatif
Sayın medya direktörleri sevgili kardeşimizin bilgilendirmelerini okuyun lütfen belki lazım olacak bilgiler ya da izler bulabilirsiniz na sevgilerimle ,Pozitif
sivrisinek anaskm oç,Negatif
azdığım zaman buluşabileceğim bir fuckbuddy arıyorum,Negatif
belhanda'nın pas istediği pozisyona bak aq siktir git şu takımdan sikik,Negatif
 hastasınız ve en acısı farkında değil gibi yapıyorsunuz ,Pozitif
 Kadın dediğin diyerek başladıkları her cümlede kendi doğrularını topluma dayatmaya çalışarak ülkeyi binbir parçaya bölüyorlar ve kendi vatandaşlarını ayrıştırıyorlar Ya gözünüzü seveyim bunları göremiyor olamazsınız ,Pozitif
Seni sevmek ölümse koyam götüne gülümse ,Negatif
asık olmaktan yorulucaksın ,Pozitif
gerizeka doluyum ben dedi ya andaval okuma özürlüsü,Negatif
Bugünüm yarınım bi yanım karambolde,Pozitif
bize karşı savunma oynayıp 1 puan aldığı için sevinen başakşehir gs ye 5 atıp şov yapıyor  siz neyin kafasını yaş,Pozitif
 bisimit Hapishaneye düşen herkes vatan haini yani şubat mağdurları filan da Bu zihniyet yüzünden Muhammed Mursi Mısır zindanlarında saatlerce can çekişerek ölmedi mi Vatan haini ilan edildiği için sağlık ekibinin müdehalesi engellendi ,Negatif
şerefsiz dedesi ve babası yolunda ırkçı ve faşist yavşak bir piçtir bu yavşağı çok iyi tanıyoruz,Negatif
diyorum ki ebeni fuck sen hala gülüyorsun,Negatif
Valla şaka yaptım kız,Pozitif
Hanımefendi kastettiğniz kişiler veya kurumlar her gün kazanıyor bu hisseden her gün paramızdan,Pozitif
hiçbir şehir denizsiz olmamalı,Pozitif
Burcunu değiştirmek isteyen el kaldırsın,Pozitif
amk siz salak misiniz delircem ,Negatif
senin babanın da senin de sülaleninnde arap boku seni arap boku siyon tohumu aşağılık pislik,Negatif
 KİMSE konuşmasın sadece yazın Allah rahmet eylesin mekanı cennet olsun Ailesine sabır versin basımız sağolsun,Pozitif
Sadece küfür eden birini ahlaksız bir şekilde konuşan birini ün sahibi yapanlar takip edenler de utansın ,Pozitif
yeryüzü böyle aşağılık  vıcık vıcık bi yaratık görmemiştir ,Negatif
mutluyum mutlusun mutluyuz,Pozitif
yalnız gülsevimin herşeyi yiyen ve herşeyi yapabilen çocuklarını çok merak ettim hani şu annemizin babamızın,Pozitif
ardından pek çok aile yakının teşvikiyle fransanın en yetkin eğitim kurumu ecole polytechniquein sınavına hiçbir,Pozitif
cerrahpaşaduruşu bütünü ile hakkına sahip çıkmaktır hiç kimseyi kırmadan hiç kimseyi yermeden naif bi üslup ile hakkını aramaktır,Pozitif
diyete başladım hayırlı olsun favı alırım,Pozitif
 fazlasıyla soğuk gözükür ama samimidir,Pozitif
üzgünüm bu ülkenin bu kadar aptal olmasına üzgünüm ,Negatif
"LAN onun bunun çocukları! burayı SALI PAZARINA ,döndürmüşsünüz. dometes, şeftali,patlıcan ne ararsan var! hepinizin amk",Negatif
en nihayetinde her şeyin Allah ın istediği gibi olacağını biliyor olmanın huzur ve rahatlığı ,Pozitif
 Dünyanın en büyük ekonomilerinden birini yöneten Alman şansölyesi işe gidiyor Ezik işte ne öyle konvoyu bile yok ,Negatif
"Ip'in, kursun'un ragmina, yurur",Pozitif
"Ben düşmanlarımdan korkmam, ama düşmanın aptalından iğrenirim; dostun aptalından bile kötüdürler.",Pozitif
Aç köpek şerefsiz o çocuğu ,Negatif
Sakarya'nın Hendek ilçesinde ki havai fişek fabrikasının patlamasında can kaybının olmamasını temenni ediyorum.,Pozitif
 Ülkedeki davaların tamamı formalite icabı Yoksa karar en baştan belli ,Pozitif
şu tipini siktiğime hangi yokluktaki abaza  hergün çiçek gönderiyor anlamış değilim,Negatif
Sapık Trabzonlu ülkücü Kızılelma Ocakları teşkilat başkanıymış Bu piç herhalde Türeyiş Destanına öykünüp köpeğe tecavüz etti Şerefsiz oğlu şerefsiz ,Negatif
İlk defa görenler ,Pozitif
kes sesini bücür,Negatif
Şu hayatta sevmediğim bir kaç sayılı insan vardır ama #AtatürküSevmiyorum birinci sırada yerini korumaktadır.,Negatif
damacana siken orospu çocukları yüzünden bu kızlar böyle bakımsız hep ya kolu kıllı kız mı olur amk ,Negatif
14 Hazirandan bu yana arıza mı gidermeyen ,Pozitif
keske asifte dese bu direk oruspu diyor,Negatif
En güzel kavga sarılınca bitendir Birbirini seven insanlar nedense hiç anlaşamaz Umut bitti limanı değil gezegeni verin ateşe Sen gelip geçtin ben geldiğin günde kaldım ,Pozitif
"İstanbul Tabip Odası tarafından corona virüsü nedeniyle yaşamını yitiren Dr. Yavuz Kalaycının çocuklarının eğitimi için geçen günlerde başlattığı kampanyanın, İstanbul Valiliği tarafından engellendiğini belirtti.",Pozitif
cok konusma domal onumde yoksa aksam zincire wururum seni ,Negatif
En güzel akşamlar sizlerin olsun değerli dostlarım,Pozitif
ulan sıfatında meymenet yok zaten şirret bakanın eşeği ölürseni tutanmı var defol git musibet,Negatif
İnşallah rabbim nasip eder de can çekişerek geberdiğini zevkle izleriz ,Negatif
allah tembellik edeni sevmez,Pozitif
naber lan yavşaklar,Negatif
türk dizi sektörünün amına koyayım milleti asalağa döndürmüşler siktir boktan senaryolarıyla bunlardan biri de annem,Negatif
Sıfır atık mavi sözü Deniztemiz Derneği Başkanı Şadan Kaptanoğlu: Deniz varsa hayat var. ,Pozitif
Futbolcu prof. İstediği yere gider aq çok boş yapıyolar,Negatif
Tarafım belli Miafitz ,Pozitif
"Seni sevmekte, seninle aynı istikamete yürümekte nasip meselesi herkese kısmet olmuyor ",Pozitif
En borçlu belediye Gaziantep belediyesi yiyorsa oraya haciz edin ,Pozitif
en güzeli benim gibi çirkin ve tipsiz erkekler ,Pozitif
"Belki sıkıca sarılabileceğimiz bir sevgilimiz olmadı, belki yalnızız; ama bilinsin ki adam gibi sevdiğimizdendir yalnızlığım""",Pozitif
latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni ile çıkan yavşak tudoru siz savunun,Negatif
Gerizekali tipsiz herif sen ne bicim bir eziksin oglum ,Negatif
aman allahım bu ne güzel bir şey,Pozitif
 Khontkar burnunda siki kadar et olup geveleyen rapi yeniden yarattığını sanan sürtük kelimesi olmasa kafiye y ,Negatif
kapatacaksanız Tiktok'u kapatın amına koyim ,Negatif
Dünya malı dünyada kalır Faysbukta paylaşayım bunu milyon fav ,Pozitif
 Siz zannediyorsunuz ki tane sorunlu erkek var kadınlar da o kadar salak ki gidiyor sürekli bunları buluyor,Pozitif
Ahaha bunlar başıma bela olacak ,Pozitif
Yalan yalan Salak niye yanlış bilgi veriyon ,Negatif
Beraberken her şeyi unuttuğunuz insanlar.,Pozitif
aptal evladı,Negatif
lavuk oyle bi bakiyo ki dellendim amk is koyuyo sanki,Negatif
Aksini iddia eden çikita muzdur.,Pozitif
Gözümü iki saniye kapıyorum uyuya kalcak gibi oluyorum,Pozitif
 Kendileri söyleyemiyor Atadıklarına Satılık Kiralık Kalemlerine Trollerine söyletip nabız tutuyorlar FETÖ ye AF Gündem ,Negatif
Türkiye Cumhuriyeti Devletinin yasalarını tanımak ve Türkiye Cumhuriyeti Devleti ile hukuki ve mali bir muhataplık oluştur,Pozitif
yaw bu dombili çok komik adam,Negatif
yemekteyiz bu nedir arkadaş bu gay leri çıkartmayın yemekteyiz e,Negatif
Amin gamze hanım fatihin torunları bu zamanları gördü ya Çok şükür ,Pozitif
yalaka insanlar öğlkk,Negatif
Hassiktir lan götveren Terörle mücadele ve veya Türkiye nin Doğu Akdeniz deki çıkarları demek AKP çetesinin başı RTE nin silah kaçakçılığı yapması demek değildir ,Negatif
Başka çare mi bıraktın pezevenk ,Negatif
Dört işlemde aklımın yularını sayısalcımıza verdim Dört işlem tuzaklarla dolu Dört işlem kancık Dört işlem elinde hançeriyle bekleyen alçak bir köpek ,Negatif
"Allah belasını versin,sapık geber",Negatif
Kalbim satılık değil kiralık Hepinizinki gibi ,Pozitif
bu işlerde iyiyiz diyelim ,Pozitif
İkisi de ayrı bitti çatlak kadın şizofren gibi duruyor ,Negatif
Bu Tagı Açanın Bir Zihniyete Sahip Olduğunu Düşünmüyorum. Gerçekten Yazık,Pozitif
"Az yapmışlar, bu millet daha büyüğünü hakediyor, iyi alıştık canımız çeker büyüğünü",Pozitif
 ama gerçekten ben daha başındayım bu tanışma isteme nişan düğün insanı geriyor gündür profilde bir şey yapamadım ama ,Pozitif
"İçim yanıyor içim, bildiğin gibi değil...",Pozitif
havadan sudan konuşurken bi anda seni çok mu üzdüler diyen bi güruh var ne alakası var oç hava diyorum çok sıcak ve bu tamamen iklimsel,Negatif
bu merve niye tayt giyiyor ya survivor,Pozitif
Seçimlerim  çabalarım  sevdiklerim kendime yaptığım en büyük saygısızlıklardı,Pozitif
Ulan iyice bıktırdınız Fabrikanıza sokam ,Negatif
Sayın Bakanım 11. Promosyon SGK DENETMEN YARDIMCISI ilanı bekliyoruz,Pozitif
"Yüksek lisansımın 2.yılının sonunda, artık alnımın damarı belli olmaya başladı baya baya tüm fotoğraflarda. Doktoramın sonunda da o damarı çatlatmış olacağız kısmetse.",Pozitif
seni sevirem,Pozitif
İbne ibneliğini yapar yani Yapmasa anormaldir biz de ona ibne demeyiz Gayet sarih biçimde anlattığımı düşünüyorum Aksini düşünenin canı cehenneme Çocuklarımızdan kedi köpeğimizden uzak durun götlekler Hakaret etmedim Ülkemde ibneye götlek de deniyor ,Negatif
ders çalışmak değil kitap okumak istiyorum ama hayat işte her istediğimizi vermiyor,Pozitif
Şu sıfata bakın şeytan görse salavat getirir,Negatif
senin gibi lanet ordan bir dahada benim seylerimi bozmak gibi sakın,Negatif
anılın birsenin son kalan topunu karşıya geçip telekinezi yoluyla düşürmeye çalışması,Pozitif
yok sikim akımı yok bokum akımı yok çift videoları instagram sg hayatımdan,Negatif
senin nasıl bir dönek olduğunu cümle alem biliyor,Negatif
Sınava girmek için can atan öğrenciler ama buna izin vermeyen bir sistem dünyada örneği yoktur,Pozitif
